model_card_ms,ai_model_ms,bias_analysis_ms,xai_analysis_ms,deployments_ms
1.1096787638962269,0.9382357820868492,0.9662089869379997,0.893081072717905,1.8182327039539814
1.1280542239546776,0.9970571845769882,0.9330972097814083,0.9543756023049355,1.5694350004196167
1.1432711035013199,0.9540962055325508,0.9307623840868473,0.9363428689539433,1.7630988731980324
1.0755141265690327,0.945099163800478,0.9496072307229042,0.9277858771383762,1.625651028007269
1.0970351286232471,0.9427950717508793,0.9296601638197899,0.9193108417093754,1.5608989633619785
1.2441216967999935,0.9214240126311779,0.949567649513483,0.9420039132237434,1.5652268193662167
1.091244164854288,0.9384863078594208,0.9461706504225731,0.9354501962661743,1.5348591841757298
1.0653049685060978,1.1251876130700111,0.9387172758579254,0.931834802031517,1.5105940401554108
1.064192969352007,0.8910670876502991,1.0793320834636688,0.8981311693787575,1.6269627958536148
1.059474889189005,0.8985023014247417,1.0534017346799374,0.9041726589202881,1.5562791377305984
1.1160210706293583,0.920712947845459,0.9307521395385265,0.9954031556844711,1.562461256980896
1.1395053006708622,0.918189063668251,0.9416118264198303,1.0944600217044353,1.5597958117723465
1.1195968836545944,1.0498370975255966,0.96086785197258,0.9312527254223824,1.5250411815941334
1.0544848628342152,0.9289379231631756,0.9900839067995548,0.9902031160891056,1.7071440815925598
1.077589113265276,0.9654872119426727,0.873032957315445,0.9082583710551262,1.6810637898743153
1.0904832743108273,0.9406609460711479,0.919099897146225,0.9297113865613937,1.8576770089566708
1.103829126805067,0.967380590736866,0.9125377982854843,0.9585241787135601,1.5668589621782303
1.134264748543501,0.97291124984622,0.9225062094628811,0.8945539593696594,1.595483161509037
1.142740249633789,0.9278259240090847,0.8325767703354359,0.8093137294054031,1.5111141838133335
0.9486651979386806,0.8805878460407257,0.8180090226233006,1.616824883967638,1.5255706384778023
1.013237051665783,1.135287806391716,0.8414839394390583,0.7961578667163849,1.500304788351059
0.951369758695364,0.8270367980003357,0.8388189598917961,1.0203407146036625,1.8257158808410168
1.0138689540326595,0.8325669914484024,8.68099182844162,0.8874600753188133,1.4990810304880142
0.9973468258976936,0.828038901090622,0.8345711976289749,0.8028307929635048,1.54547905549407
1.002626959234476,0.840713270008564,0.8198227733373642,0.8311942219734192,1.6555269248783588
1.0278737172484398,0.853376928716898,0.8416641503572464,0.775650143623352,1.5832800418138504
0.9949631057679653,0.8555212989449501,0.919681042432785,0.822738278657198,1.5265638940036297
1.0384451597929,0.8235699497163296,0.7883142679929733,0.8278689347207546,1.6913642175495625
1.0136989876627922,0.9917765855789185,0.8251830004155636,0.8394611068069935,1.7356169410049915
1.1369800195097923,0.897169578820467,0.8321967907249928,0.881559681147337,1.4968570321798325
1.0366919450461864,0.81237917765975,0.9302012622356415,0.9057451970875263,1.6068038530647755
1.0313517414033413,0.720566138625145,0.8787945844233036,0.8835522457957268,1.5635141171514988
0.9347498416900635,0.8138129487633705,0.9649256244301796,1.1507151648402214,1.509001012891531
